# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game2:38:107	"Have you brought the Bloodstaff?."\x0D
blk:game2:38:108	\x0DYou set off a nuke grenade and are radiated.\x0D
blk:game2:38:109	\x0D"Leave us now."\x0D
blk:game2:38:110	\x0D"Imposters! That is not the true Bloodstaff."\x0D
blk:game2:38:111	\x0D"Let me see the Bloodstaff."\x0D
blk:game2:38:112	\x0DStay off the throne!\x0D
blk:game2:38:113	\x0D"Who sent you?"\x0D
blk:game2:38:114	FAT FREDDY
blk:game2:38:115	FARAN BRYGO
blk:game2:38:116	\x0D"So, you are part of that scum's gang. Get em'"\x0D
blk:game2:38:117	\x0D"That's not a bloodstaff. How stupid do you think I am?"\x0D
blk:game2:38:118	\x0DThis huge steel door has a weird keyhole in it.\x0D
blk:game2:38:119	\x0B attacks
blk:game2:38:120	\x0B clicks a shot off
blk:game2:38:121	\x0B's gun lets fly
blk:game2:38:122	Waves of energy flash from \x0B
blk:game2:38:123	\x0B empties a clip
blk:game2:38:124	\x0B hurls a handful of death
blk:game2:38:125	\x0B launches a shell
blk:game2:38:126	hits \x0F 
blk:game2:38:127	 for 
blk:game2:38:128	nails \x0F 
blk:game2:38:129	\x0F 
blk:game2:38:130	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game2:38:131	ignites \x0F 
blk:game2:38:132	drills an opening in \x0F 
blk:game2:38:133	immolates \x0F 
blk:game2:38:134	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:38:135	 drills 
blk:game2:38:136	 blazes away at 
blk:game2:38:137	 sprays 
blk:game2:38:138	 triggers a burst at 
blk:game2:38:139	 fries 
blk:game2:38:140	 toasts 
blk:game2:38:141	 and hits for 
blk:game2:38:142	 pummel\x0As\x0A\x0A 
blk:game2:38:143	 batter\x0As\x0A\x0A 
blk:game2:38:144	 claws 
blk:game2:38:145	 mauls 
blk:game2:38:146	 whomps on 
blk:game2:38:147	 pounds at 
blk:game2:38:148	 and shreds \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:38:149	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:38:150	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into an undertaker's nightmare
blk:game2:38:151	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a thin red paste
blk:game2:39:1	\x0DLeaving the hideout.\x0D
blk:game2:39:2	\x0DA BIG guard rushes up to you demanding to know the password.\x0D
blk:game2:39:3	KESTREL
blk:game2:39:4	\x0D"What do you think you are trying to do? Get the hell out of here."\x0D
blk:game2:39:5	"What's the word?"\x0D
blk:game2:39:6	"Not you again? You better have the password this time."\x0D
blk:game2:39:7	\x0D"Wrong again!" You are thrown out into the street.\x0D
blk:game2:39:8	\x0DThis place looks like an old abandoned software development house.\x0D
blk:game2:39:9	\x0DThis corridor is dark and eerie.\x0D
blk:game2:39:10	\x0DThe walls of this office are as strong as a vault.\x0D
blk:game2:39:11	This guard looks like he has been taking steroids.\x0D
blk:game2:39:12	CRUMB SENT ME
blk:game2:39:13	CRUMB
blk:game2:39:14	"Do you want to see Mr. Brygo?"\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:39:15	Y
blk:game2:39:16	\x0D"Then bug off."\x0D
blk:game2:39:17	"Who sent you?"\x0D
blk:game2:39:18	\x0D"Stop wasting my time."\x0D
blk:game2:39:19	\x0DThis door is sealed like a vault.\x0D
blk:game2:39:20	\x0D"Enter. Mr. Brygo has been expecting you."\x0D
blk:game2:39:21	\x0DThe door shuts behind you. You see Faran Brygo sitting at his desk with two huge body guards nearby.\x0D
blk:game2:39:22	\x0D"He says he has never heard of you."\x0D
blk:game2:39:23	\x0DThe desk is very big and immovable.\x0D
blk:game2:39:24	\x0DRead paragraph 99.\x0D
blk:game2:39:25	Do you want to:\x0D\x0D\x11\x10A) attack\x0D\x10B) ask him what you can\x0D   do for him\x0D\x10C) tell him what he can\x0D   do for you\x0D\x10D) apologize and leave\x0D
blk:game2:39:26	A
blk:game2:39:27	B
blk:game2:39:28	C
blk:game2:39:29	\x0D"I don't know how you managed to get in here but you'll never get out alive." Faran disappears under his desk.\x0D
blk:game2:39:30	\x0D\x0D\x0D\x0D\x0DRead paragraph 7.\x0D
blk:game2:39:31	\x0D"Who do you think you are telling me what to do?"\x0D
blk:game2:39:32	D
blk:game2:39:33	"You are tougher than I thought, but not tough enough." Faran attacks.\x0D
blk:game2:39:34	You find a secret door. Use it?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:39:35	Watch out. This guy is a freak.\x0D
blk:game2:39:36	\x0DYou see an IBM AT on the table. The screen says Wasteland 2. You shiver with anticipation.\x0D
blk:game2:39:37	\x0DOn this table you see a note that says, "You are about 40% through the game."\x0D
blk:game2:39:38	\x0DStay off the workbench.\x0D
blk:game2:39:39	\x0DThis room contains old archaic computer equipment.\x0D
blk:game2:39:40	\x0DThis passageway has been blocked off.\x0D
blk:game2:39:41	\x0DThunk!\x0D
blk:game2:39:42	"You rangers will never get to Brygo."\x0D
blk:game2:39:43	\x0DA big slab of rock blocks your path.\x0D
blk:game2:39:44	\x0DYou notice a button on this side of the door. You press the button and the door slides into the wall.\x0D
blk:game2:39:45	\x0DA smashed control panel.\x0D
blk:game2:39:46	This smashed control panel has a lever that is still functional. Pull it?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:39:47	\x0DWhen you pull the lever it breaks but you hear a rumbling sound in the distance.\x0D
blk:game2:39:48	\x0DThis door looks incredibly strong.\x0D
blk:game2:39:49	\x0DThis door is open.\x0D
blk:game2:39:50	\x0DStill closed.\x0D
blk:game2:39:51	\x0DAs you walk into the room you are caught in the middle of an explosion.\x0D
blk:game2:39:52	"You'll never get out of here alive."\x0D
blk:game2:39:53	\x0DYou see Faran Brygo trying to escape through a secret door.\x0D
blk:game2:39:54	\x0DGraffiti on this door says, "Big Boss Brygo. Keep out!"\x0D
blk:game2:39:55	\x0DThis jacuzzi feels good.\x0D
blk:game2:39:56	\x0DThere is something strange about the south wall here.\x0D
blk:game2:39:57	\x0DThis wall is written in some sort of hieroglyphic graffiti.\x0D
blk:game2:39:58	\x0DYou decode the message and figure out that this is actually a door. You press around on it and manage to open it.\x0D
blk:game2:39:59	\x0DYou have no idea what it means.\x0D
blk:game2:39:60	\x0DThis must be Brygo's vault.\x0D
blk:game2:39:61	\x0DOut you go.\x0D
blk:game2:39:62	\x0DThis exit is a slide with no way back in.\x0D
blk:game2:39:63	\x0DYou sit and relax on the bench for awhile.\x0D
blk:game2:39:64	\x0D"Mr. Brygo is busy now and doesn't want to be disturbed."\x0D
blk:game2:39:65	PHOENIX
blk:game2:39:66	CLOVER
blk:game2:39:67	\x0B attacks
blk:game2:39:68	\x0B triggers
blk:game2:39:69	\x0B's gun lets fly
blk:game2:39:70	Bright energy streams from \x0B
blk:game2:39:71	\x0B burns a clip
blk:game2:39:72	\x0B chucks an explosive charge
blk:game2:39:73	\x0B fires a rocket
blk:game2:39:74	hits \x0F 
blk:game2:39:75	 for 
blk:game2:39:76	nails \x0F 
blk:game2:39:77	\x0F 
blk:game2:39:78	 \x0Ais\x0Aare\x0A stitched full of bullets for 
blk:game2:39:79	bores through \x0F 
blk:game2:39:80	punches a hole in \x0F 
blk:game2:39:81	incinerates \x0F 
blk:game2:39:82	 but fail\x0As\x0A\x0A to inflict any damage
blk:game2:39:83	 drills 
blk:game2:39:84	 blazes away at 
blk:game2:39:85	 sprays 
blk:game2:39:86	 triggers a burst at 
blk:game2:39:87	 fries 
blk:game2:39:88	 toasts 
blk:game2:39:89	 and hits for 
blk:game2:39:90	 batter\x0As\x0A\x0A 
blk:game2:39:91	 wallop\x0As\x0A\x0A 
blk:game2:39:92	 claws 
blk:game2:39:93	 bashes 
blk:game2:39:94	 whomps on 
blk:game2:39:95	 pounds at 
blk:game2:39:96	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game2:39:97	 and frags \x0Ehim\x0Eher\x0Eit\x0E
blk:game2:39:98	 ripping \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a scarlet side of meat
blk:game2:39:99	 reducing \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into ground round
blk:game2:40:1	\x0DYour nimble fingers undo the knot in the rope. You have freed yourself!\x0D
blk:game2:40:2	\x0DThe ropes are too tight. The more you struggle, the more the rope bites into your wrist.\x0D
blk:game2:40:3	\x0DYou are bound by ropes. Unless you free yourself, you aren't going anywhere.\x0D
blk:game2:40:4	\x0DLooks like your buddies have run into a bit of a jam. They are bound by ropes which you swiftly untie.\x0D
blk:game2:40:5	FAT FREDDY
blk:game2:40:6	\x0DThe old beggar crumples the bills in his fist and stashes them away in his robe. "Thanks," he smirks.\x0D
blk:game2:40:7	\x0DLeaving the jail.\x0D
blk:game2:40:8	Do you want to play roulette at $50 a try?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:40:9	\x0DYou might as well discard the book. It has value only as toilet paper.\x0D
blk:game2:40:10	\x0DDeep in the gloom you see an old beggar sitting in a pile of rags.\x0D
blk:game2:40:11	\x0D"Gimme some cash and I'll tell you something you need to know."\x0D
blk:game2:40:12	\x0D"It's Death out there!" he howls.\x0D
blk:game2:40:13	\x0D"Nobody cares about a poor old beggar," he snivels. "Well, the Cloud helps them that helps themselves."\x0D
blk:game2:40:14	\x0D"Max had something called a sonic key. In fact, he had two. He told me he was going to hide one on the golf course."\x0D
blk:game2:40:15	\x0DWhile unconscious, you are transported to a prison. When you awaken, you find that sturdy ropes bind your hands and feet.\x0D
blk:game2:40:16	The camouflage is excellent. The Slicerdicer seems to come out of thin air.\x0D
blk:game2:40:17	\x0DThere is a pile of junk metal that used to be a Slicerdicer.\x0D
blk:game2:40:18	\x0DThe walls are covered with dark mirrors which dimly reflect the interior. It makes the place seem bigger.\x0D
blk:game2:40:19	\x0DFreddy's office walls are heavily reinforced. Steel and concrete lie beneath the plaster.\x0D
blk:game2:40:20	\x0DLeaving the building.\x0D
blk:game2:40:21	\x0DLeaving Fat Freddy's.\x0D
blk:game2:40:22	\x0DYou bump into Freddy's desk. It's littered with moldering green and yellow papers.\x0D
blk:game2:40:23	The office door is heavy, oak, and closed. When you knock, a voice yells, "What's the word?"\x0D
blk:game2:40:24	BIRD
blk:game2:40:25	\x0DEvery guard in the casino has been alerted, and is after you.\x0D
blk:game2:40:26	Combat flares. Freddy's henchmen go for their guns, and may the Cloud help anyone who gets in their way!\x0D
blk:game2:40:27	Gamblers are gambling merrily!\x0D
blk:game2:40:28	"Get 'em!"\x0D
blk:game2:40:29	You are standing face to face with Fat Freddy. Would you like to:\x0D\x0D\x11\x10A) Chat\x0D\x10B) Attack\x0D\x10C) Apologize & leave\x0D
blk:game2:40:30	A
blk:game2:40:31	B
blk:game2:40:32	C
blk:game2:40:33	\x0DRead paragraph 21.\x0D
blk:game2:40:34	\x0DFreddy isn't very gracious. "Get out of my office and don't come back!" he yells. The guards escort you out and slam the door.\x0D
blk:game2:40:35	Fat Freddy looks at you expectantly. Will you take his offer?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game2:40:36	Y
blk:game2:40:37	N
blk:game2:40:38	\x0D"Good, good!" bubbles the corpulent mobster. "Here's $1000 on account. Enjoy yourselves in the casino."\x0D
blk:game2:40:39	\x0DYou're taken back into the casino.\x0D
blk:game2:40:40	\x0D"You may change your mind," he sneers, and pushes a button on his desk. You hear a faint hissing and smell a sickly sweet scent that numbs the mind.\x0D
blk:game2:40:41	\x0D"I see that you have got the ring. Brygo must be dead. Good. You have served me well, fools." Read paragraph 119.\x0D
blk:game2:40:42	\x0D"Beat it! I don't want to see you again until you have Brygo's ring."\x0D
blk:game2:40:43	\x0DThe door is already closed.\x0D
blk:game2:40:44	\x0DThe door is already open.\x0D
blk:game2:40:45	\x0DThe door swings open. An incredibly fat man is waiting to greet you.\x0D
blk:game2:40:46	It's an ambush! Freddy doesn't intend to pay. His office is full of hired killers.\x0D
blk:game2:40:47	\x0DBlockhouse -- solid concrete. Freddy's men have painted obscenities upon it.\x0D
blk:game2:40:48	\x0D"Get me loose," says the prisoner.\x0D
blk:game2:40:49	\x0DYou did it. You freed him!\x0D
blk:game2:40:50	\x0DThe chains resist all your efforts.\x0D
blk:game2:40:51	\x0DA massive block of concrete seals the room shut.\x0D
blk:game2:40:52	\x0DCovenant presses certain sections on the wall beside it, and it slowly sinks into the floor.\x0D
blk:game2:40:53	\x0DThere doesn't seem to be a way out.\x0D
blk:game2:40:54	The door is marked "Danger! Prisoners within!" There are two buttons marked:\x0D\x0D\x11\x10Open\x0D\x10Close\x0D
blk:game2:40:55	O
blk:game2:40:56	C
blk:game2:40:57	\x0DThe concrete slab slowly descends into the floor and opens the cell.\x0D
blk:game2:40:58	\x0DThe concrete slab slowly rises out of the floor and closes the cell.\x0D
blk:game2:40:59	\x0DTrap! The floor is charged with 220 volts. ZAP!\x0D
blk:game2:40:60	This is the headquarters for Fat Freddy's goons. They know you are enemies.\x0D
blk:game2:40:61	\x0DThe steel cell door is locked.\x0D
blk:game2:40:62	\x0DYou get it open, but an alarm goes off and alerts some guards. No one but Freddy is supposed to enter that room.\x0D
blk:game2:40:63	\x0DThe door won't budge.\x0D
blk:game2:40:64	\x0DYou safely open the door.\x0D
blk:game2:40:65	\x0DYou disable the alarm and the door clicks open.\x0D
blk:game2:40:66	\x0D"Arms for the poor!" The old wretch whines. "Food, money, bullets, anything you can spare!"\x0D
blk:game2:40:67	What do you want to do:\x0D\x0D\x11\x10A) Chat\x0D\x10B) Give money\x0D\x10C) Attack\x0D\x10D) Ignore him & leave\x0D
blk:game2:40:68	D
blk:game2:40:69	"Let me give you a tip." What do you ask about?\x0D
blk:game2:40:70	ROBOTS
blk:game2:40:71	DEATH MACHINES
blk:game2:40:72	MAX
blk:game2:40:73	ACE
blk:game2:40:74	FARAN BRYGO
blk:game2:40:75	BIG BOSS
blk:game2:40:76	MUSHROOM CLOUD
blk:game2:40:77	HOSPITAL
blk:game2:40:78	LIBRARY
blk:game2:40:79	\x0D"I don't know, but I gotta go. Bye now!"\x0D
blk:game2:40:80	The beggar has an Uzi under those rags.\x0D
blk:game2:40:81	You see a man in a ragged ochre robe.\x0D
blk:game2:40:82	A swarm of insects buzzes towards you.\x0D
blk:game2:40:83	Someone is shooting at you from cover.\x0D
blk:game2:40:84	The Death Machines wait in ambush. Their camouflage is nearly perfect.\x0D
blk:game2:40:85	Whining beggars rush towards you.\x0D
blk:game2:40:86	There is a man here fighting for his life.\x0D
blk:game2:40:87	This Death Machine is on it's last legs.\x0D
blk:game2:40:88	\x0DThere is a man chained to a wall here. It's Covenant! He has been captured by Fat Freddy.\x0D
blk:game2:40:89	\x0DRead paragraph 65.\x0D
blk:game2:40:90	\x0D"The Robots come from the West and are getting worse. Max told me they come from an underground base."\x0D
blk:game2:40:91	\x0D"He went to High Priestess Charmaine for help against the Robots and no one ever saw him again."\x0D
blk:game2:40:92	\x0D"His friend Covenant ain't very lucky. He was captured by Fat Freddy's men and is in jail near Boulder Highway."\x0D
blk:game2:40:93	\x0D"Fat Freddy can always be found at his club over at Vegas and Center. You should never say no to him. He gets very upset. Rumor has it that Bird is the word."\x0D
blk:game2:40:94	\x0D"He's been organizing the defense against the Robots. He sent Covenant for help. But he's lost his main man, Max. The Boss is moving Heaven and Earth to find him. The Boss doesn't like loose ends. If you're not on his payroll, he may try to bump you off."\x0D
blk:game2:40:95	\x0D"The Servants only allow members inside their Temple on Maryland Parkway."\x0D
blk:game2:40:96	\x0D"The Hospital is at the west end of Charleston Blvd."\x0D
blk:game2:40:97	\x0D"The Library is at the east end of Tropicana Ave."\x0D
blk:game2:40:98	\x0D"I don't want to talk too much about that. I gotta be careful. You never know when one of Fat Freddy's or Faran Brygo's men are around."\x0D
blk:game2:40:99	\x0DThis burned-out hut is full of insects.\x0D
blk:game2:40:100	\x0DA note on the wall says, "When you're cool, the sun always shines."\x0D
blk:game2:40:101	\x0DEverything is spinning. The gas knocks you out in just a couple of seconds.\x0D
blk:game2:40:102	\x0DWhen you give the wrong password, a panel in the door opens and a boxing glove attached to a spring punches you in the nose, and retracts back into the door.\x0D
blk:game2:40:103	\x0DThose with gas masks manage to get them on in time.\x0D
blk:game2:40:104	\x0DYou win back...\x0D
blk:game2:40:105	\x0DSorry, pal, you lose. Try again.\x0D
blk:game2:40:106	A man dressed in traditional military garb is standing here.\x0D
blk:game2:40:107	\x0DYou don't have enough money!.\x0D
blk:game2:40:108	\x0D"Whew, I didn't think I'd ever get out of that one! Thanks!"\x0D
